type;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;id
1;680;25;28;500;4;4200;12600;99;312;38;1260;7;3300
1;660;17;28;180;4;6200;17800;99;315;42;1020;5;3301
1;580;17;36;130;4;1100;7000;99;343;68;1040;7;3302
1;640;24;29;100;4;1800;12200;99;330;42;1150;5;3303
1;670;21;34;140;5;3600;11200;99;302;50;1100;6;3304
1;670;23;33;810;5;4500;17600;99;311;52;1010;6;3305
1;680;23;32;860;5;4700;15900;99;308;52;1050;6;3306
1;650;22;28;370;6;2900;15100;99;323;41;1210;7;3307
1;510;16;22;570;5;4200;14600;99;318;55;990;6;3308
1;660;42;25;235;3;2300;8700;99;305;41;1140;6;3309
1;690;38;29;1365;5;5200;18900;100;300;60;950;6;3310
1;690;38;29;1365;5;5200;18900;100;300;60;950;6;3311
1;690;38;29;1365;5;5200;18900;100;300;60;950;6;3312
1;720;27;28;1520;5;600;4100;100;317;39;1090;6;3313
1;760;17;27;460;5;2300;9800;99;308;47;950;6;3314
1;620;30;31;120;5;1900;12500;99;332;54;1260;6;3315
1;760;17;27;460;5;2300;9800;99;308;47;950;6;3316
1;650;26;32;665;6;3400;10400;99;318;42;1110;5;3317
1;690;36;28;1355;5;5100;18900;100;300;60;950;7;3318
1;690;38;29;1365;5;5200;18900;100;300;60;950;6;3319
1;680;18;24;980;6;6400;18800;100;313;51;1060;6;3320
1;670;18;24;1030;6;6400;18500;100;312;50;1060;6;3321
1;660;16;21;670;6;4300;15700;99;315;52;1080;6;3322
1;720;27;28;1520;5;600;4100;100;317;39;1090;6;3323
1;640;17;27;990;5;2600;10100;100;334;50;990;6;3324
1;720;22;28;720;6;4100;13200;99;308;59;1130;6;3325
1;600;22;28;110;3;4700;9000;99;322;38;1260;6;3326
1;670;36;28;830;3;2900;8100;99;296;39;1250;6;3327
1;650;43;28;1125;3;3100;8700;99;302;38;1240;6;3328
1;590;20;28;1280;4;2900;13200;99;331;57;1180;7;3329
1;530;32;23;965;3;2600;11900;99;318;53;1220;6;3330
1;680;20;28;1260;5;5400;13600;100;319;37;1070;6;3331
1;600;22;33;1220;3;2500;9700;99;317;42;1130;7;3332
1;670;36;28;830;3;2900;8100;99;296;39;1250;6;3333
1;650;43;28;1125;3;3100;8700;99;302;38;1240;6;3334
1;710;18;49;130;3;1200;7200;99;305;53;1130;7;3335
1;640;17;27;990;5;2600;10100;100;334;50;990;6;3336
1;720;22;28;720;6;4100;13200;99;308;59;1130;6;3337
1;600;22;28;110;3;4700;9000;99;322;38;1260;6;3338
1;600;20;26;110;3;3800;6700;99;314;38;1150;6;3339
1;760;20;26;480;3;2600;7600;99;298;49;1230;7;3340
1;620;30;21;110;3;3100;11100;99;297;42;1220;6;3341
1;600;29;25;140;3;3000;11400;99;308;43;1320;6;3342
1;660;18;28;170;4;5300;16100;99;313;45;1020;6;3343
1;700;22;28;1060;4;3200;11700;99;305;55;1150;7;3344
1;600;29;25;140;3;3000;11400;99;308;43;1320;6;3345
1;620;30;21;110;3;3100;11100;99;297;42;1220;6;3346
1;560;15;26;555;5;5100;13900;99;347;50;1100;6;3347
1;690;28;24;210;3;4900;12100;99;298;43;1320;7;3348
1;590;19;21;170;4;5700;13500;99;332;44;950;5;3349
1;780;22;26;900;5;3800;13200;100;325;53;1020;6;3350
1;660;18;28;170;4;5300;16100;99;313;45;1020;6;3351
1;700;40;25;180;5;5100;18900;99;300;55;1140;6;3352
1;610;28;27;470;3;5600;14000;99;316;42;1250;8;3353
1;760;36;49;1130;5;8700;22100;100;301;43;920;5;3354
1;650;28;34;360;4;2900;12100;99;328;48;1210;7;3355
1;690;19;35;690;4;5100;12500;99;310;44;1070;7;3356
1;650;28;34;360;4;2900;12100;99;328;48;1210;7;3357
1;640;22;32;490;5;5000;15600;99;338;55;1120;6;3358
1;680;23;30;695;4;4200;17900;99;325;56;1060;6;3359
1;640;32;31;190;4;3400;12600;99;306;45;1180;6;3360
1;610;28;27;470;3;5600;14000;99;316;42;1250;8;3361
1;760;36;49;1130;5;8700;22100;100;301;43;920;5;3362
1;880;39;35;180;10;2200;8000;99;295;54;1260;6;3363
1;660;24;30;1130;3;1100;7700;99;313;55;1280;7;3364
1;690;29;30;820;3;3500;11200;99;300;37;1230;6;3365
1;690;28;30;830;3;3700;11300;99;299;38;1230;8;3366
1;670;38;26;955;4;3500;9100;99;298;37;1240;6;3367
1;800;28;30;840;3;3500;11500;99;293;42;1230;6;3368
1;650;25;45;780;5;5200;18800;100;320;53;910;5;3369
1;660;26;46;780;5;4800;18600;100;320;54;910;5;3370
1;740;29;28;1020;3;4300;13800;100;310;47;1060;6;3371
1;630;19;29;550;4;4400;18900;99;319;47;1030;6;3372
1;610;33;32;780;5;5200;18300;100;339;65;950;5;3373
1;560;32;33;740;4;2500;9500;99;325;49;1110;6;3374
1;770;46;18;330;5;1800;14300;99;312;51;1080;6;3375
1;880;19;30;500;3;3400;12000;99;294;47;1120;5;3376
1;770;46;18;330;5;1800;14300;99;312;51;1080;6;3377
1;880;27;25;500;2;5200;9900;99;287;49;1140;5;3378
1;580;18;28;130;3;900;9400;99;321;52;1120;6;3379
1;580;15;32;120;4;1400;11900;99;319;50;1020;6;3380
1;560;32;33;740;4;2500;9500;99;325;49;1110;6;3381
1;610;33;32;780;5;5200;18300;100;339;65;950;5;3382
1;710;32;30;990;4;6300;19200;100;312;49;1020;6;3383
1;620;23;35;70;5;2400;11100;99;337;43;1100;3;3384
1;890;30;35;460;3;3200;14800;99;315;45;1150;7;3385
1;600;14;17;560;4;3700;12700;99;305;57;980;6;3386
1;680;24;29;950;4;5600;15700;100;311;51;1010;6;3387
1;670;21;48;1480;5;3100;19500;100;295;75;880;6;3388
1;890;30;35;460;3;3200;14800;99;315;45;1150;7;3389
1;610;30;30;210;3;5000;16300;99;339;43;1270;7;3390
1;720;37;40;1160;3;3400;21400;100;310;51;980;6;3391
1;670;64;30;120;3;1800;7600;99;316;60;1290;4;3392
1;720;37;40;1160;3;3400;21400;100;310;51;980;6;3393
1;610;30;30;210;3;5000;16300;99;339;43;1270;7;3394
1;760;28;49;2015;6;3000;14500;100;301;44;850;5;3395
1;630;29;28;470;6;2800;8100;99;324;56;1270;8;3396
1;620;28;28;430;3;2200;10500;99;298;64;1310;8;3397
1;710;18;39;1450;5;4800;15600;100;335;78;910;5;3398
1;640;32;27;490;3;1800;12200;99;336;71;1250;6;3399
1;710;17;40;1455;5;4700;15600;100;334;78;910;6;3400
1;710;17;40;1455;5;4700;15600;100;334;78;910;6;3401
1;580;24;26;1005;4;6300;16200;99;333;50;1120;6;3402
1;640;32;27;490;3;1800;12200;99;336;71;1250;6;3403
1;710;18;39;1450;5;4800;15600;100;335;78;910;5;3404
1;710;17;40;1455;5;4700;15600;100;334;78;910;6;3405
1;710;18;39;1525;5;4500;15800;100;334;77;910;6;3406
1;780;29;29;315;4;4100;11700;99;324;35;1150;5;3407
1;620;26;27;130;4;3000;8600;99;305;59;1290;7;3408
1;820;34;29;520;8;1900;9200;99;295;39;1250;6;3409
1;650;24;28;110;3;2600;8300;99;325;33;1230;6;3410
1;690;24;23;710;4;2000;9700;99;310;85;1140;6;3411
1;670;40;22;880;5;2400;11300;100;322;45;940;5;3412
1;670;30;44;1850;6;6500;22400;100;311;53;910;5;3413
1;670;40;22;880;5;2400;11300;100;322;45;940;5;3414
1;680;17;32;140;4;3500;10600;99;316;66;1200;5;3415
1;710;25;28;120;4;3100;11100;99;318;53;1110;5;3416
1;590;27;27;500;4;1400;9700;99;310;33;1180;7;3417
1;600;16;22;160;4;3600;10600;99;324;32;1140;6;3418
1;670;30;44;1875;6;6500;22400;100;311;53;910;5;3419
1;660;15;32;600;3;5900;12800;99;319;71;1210;8;3420
1;730;34;30;940;6;3400;17800;100;315;44;1040;6;3421
1;600;17;29;970;4;3300;9800;100;312;36;920;6;3422
1;670;47;29;475;3;2900;13400;99;329;46;1300;7;3423
1;660;15;32;600;3;5900;12800;99;319;71;1210;8;3424
1;660;21;29;535;3;4300;10600;99;293;43;1150;7;3425
1;660;21;29;535;3;4300;10600;99;293;43;1150;7;3426
1;800;24;48;680;5;1300;13400;100;323;70;1000;5;3427
1;560;34;30;690;4;2300;8900;99;325;49;1110;6;3428
1;580;54;0;140;3;4000;10700;99;326;35;1240;5;3429
1;730;23;24;90;3;2900;8600;99;290;38;1220;6;3430
1;600;39;13;120;4;6000;17200;99;306;52;1060;5;3431
1;610;10;31;130;4;5500;14500;99;341;41;1110;7;3432
1;580;32;20;260;3;1700;12300;99;336;78;1390;7;3433
1;760;22;28;1200;6;6800;14300;100;299;30;920;6;3434
1;680;19;40;985;6;4100;10300;100;298;56;1050;6;3435
1;670;24;30;385;4;10500;17900;99;304;59;1130;8;3436
1;680;17;34;200;4;3800;11100;99;324;45;1290;6;3437
1;620;30;31;160;4;4000;10600;99;326;39;1290;7;3438
1;690;29;41;780;5;5200;17100;100;312;51;960;5;3439
1;680;19;34;190;4;4100;10800;99;325;45;1290;6;3440
1;680;17;34;200;4;3800;11100;99;324;45;1290;6;3441
1;660;24;27;1030;5;5400;21900;100;304;45;880;5;3442
1;660;16;36;110;3;2700;9300;99;323;34;1320;8;3443
1;760;22;28;1200;6;6800;14300;100;299;30;920;6;3444
1;670;24;30;385;4;10500;17900;99;304;59;1130;8;3445
1;680;19;40;985;6;4100;10300;100;298;56;1050;6;3446
1;670;16;36;200;4;2400;13100;99;330;59;1050;6;3447
1;650;30;27;400;4;3700;9700;99;320;60;1260;8;3448
1;650;22;19;110;6;3600;19100;99;305;50;950;6;3449
1;620;36;45;1040;6;2200;18400;100;331;56;980;6;3450
1;620;37;24;610;3;1900;8600;99;304;26;1340;8;3451
1;760;31;24;180;4;3900;15000;99;305;44;1180;7;3452
1;620;36;45;1040;6;2200;18400;100;331;56;980;6;3453
1;590;32;28;470;4;3400;9400;99;322;57;1310;7;3454
1;650;30;27;400;4;3700;9700;99;320;60;1260;8;3455
1;580;22;30;110;5;3600;13100;99;326;45;1040;5;3456
1;540;45;27;640;3;2000;10200;99;322;27;1340;8;3457
1;610;36;26;815;4;1400;8800;99;306;27;1300;7;3458
1;620;37;24;610;3;1900;8600;99;304;26;1340;8;3459
1;750;21;32;480;6;3900;11300;99;311;52;1020;7;3460
1;690;28;33;120;4;1600;9800;99;307;39;1170;6;3461
1;650;22;19;110;6;3600;19100;99;305;50;950;6;3462
1;780;20;20;140;4;2500;8300;99;303;46;1170;6;3463
1;670;28;31;740;4;700;8100;99;304;47;1140;8;3464
1;760;31;24;180;4;3900;15000;99;305;44;1180;7;3465
1;800;20;44;100;6;2400;11100;99;309;32;1120;6;3466
1;600;28;27;1550;4;3100;13400;99;319;44;1300;7;3467
1;600;28;27;1550;4;3100;13400;99;319;44;1300;7;3468
1;670;24;36;840;4;4200;12300;99;334;52;1090;6;3469
1;630;22;28;240;4;3800;10200;99;314;37;1160;7;3470
1;600;24;28;395;4;6100;13400;99;330;54;1130;7;3471
1;770;43;100;1995;3;4200;16400;100;329;50;1200;6;3472
1;640;30;36;200;5;1800;14100;99;338;53;1050;6;3473
1;610;33;30;300;4;3000;12400;99;331;40;1310;7;3474
1;600;28;27;1550;4;3100;13400;99;319;44;1300;7;3475
1;670;24;36;840;4;4200;12300;99;334;52;1090;6;3476
1;670;29;45;1430;5;3000;18100;100;314;57;910;5;3477
1;690;33;31;420;4;2100;9300;99;318;48;1340;7;3478
1;650;16;34;140;3;2900;13300;99;333;64;1150;7;3479
1;600;20;32;300;3;2600;11800;99;338;68;1120;7;3480
1;750;33;28;490;4;2100;15500;99;336;57;1090;6;3481
1;710;36;28;240;4;3500;11500;99;319;44;1350;7;3482
1;670;29;45;1430;5;3000;18100;100;314;57;910;5;3483
1;640;26;25;1070;5;6600;17900;100;317;55;990;6;3484
1;700;22;24;1100;4;7500;16700;100;298;56;1050;6;3485
1;650;19;28;140;5;2200;9000;99;318;51;1170;7;3486
1;630;21;31;120;4;3000;11700;99;349;68;1100;6;3487
1;790;35;28;1290;3;1300;6300;99;299;43;1300;6;3488
1;770;38;23;1080;3;2800;9500;99;293;41;1360;6;3489
1;680;19;33;130;3;2200;8700;99;308;62;1230;7;3490
1;720;33;34;200;4;6100;17100;99;325;53;1330;7;3491
1;660;29;29;180;4;3800;10200;99;308;42;1370;7;3492
1;750;20;41;120;5;2600;13100;99;319;52;1110;5;3493
1;690;33;62;750;4;4600;13200;99;323;43;1340;7;3494
1;600;23;15;970;5;10100;20700;100;305;30;910;5;3495
1;590;23;24;380;4;6100;15200;99;331;50;1130;7;3496
1;660;32;41;720;5;5500;17800;100;320;46;940;5;3497
1;600;23;15;970;5;10100;20700;100;305;30;910;5;3498
1;530;36;27;630;3;4000;13200;99;337;40;1160;6;3499
1;530;36;27;630;3;4000;13200;99;337;40;1160;6;3500
1;890;27;28;80;2;2900;12800;99;301;35;1240;6;3501
1;760;23;29;860;5;6500;14600;100;311;32;980;6;3502
1;690;75;13;630;4;1900;5000;99;309;25;1110;4;3503
1;710;35;27;310;3;2800;13400;99;326;38;1310;7;3504
1;720;31;35;720;5;4500;17800;100;314;53;970;5;3505
1;640;28;44;710;5;4900;17900;100;315;48;920;5;3506
1;720;23;46;640;4;1700;8500;99;310;78;1170;6;3507
1;660;22;30;1470;4;5000;13600;100;314;37;1060;6;3508
1;720;31;35;720;5;4500;17800;100;314;53;970;5;3509
1;640;28;44;710;5;4900;17900;100;315;48;920;5;3510
1;720;24;28;190;3;3000;9200;99;310;39;1090;6;3511
1;620;27;47;120;15;2800;10500;99;323;51;1010;5;3512
1;650;28;25;480;3;5400;12800;99;317;44;1220;7;3513
1;720;27;31;120;3;2700;8000;99;303;33;1270;6;3514
1;780;28;25;340;2;2700;9900;99;298;37;1300;6;3515
1;810;26;27;430;3;4300;12300;99;316;33;1120;6;3516
1;660;23;37;850;4;4600;15300;100;320;48;940;6;3517
1;600;33;20;180;3;4900;15900;99;341;53;1100;6;3518
1;600;33;20;180;3;4900;15900;99;341;53;1100;6;3519
1;730;20;29;1950;4;6900;23700;100;310;48;920;6;3520
1;660;23;37;850;4;4600;15300;100;320;48;940;6;3521
1;730;20;29;1990;4;6900;23700;100;310;48;920;6;3522
1;620;47;19;830;3;2400;14200;99;322;45;1230;6;3523
1;600;33;20;180;3;4900;15900;99;341;53;1100;6;3524
1;720;14;32;110;2;4800;11600;99;304;67;1000;6;3525
1;570;22;22;1665;4;3900;11000;100;324;48;900;6;3526
1;570;22;22;1665;4;3900;11000;100;324;48;900;6;3527
1;570;22;22;1665;4;3900;11000;100;324;48;900;6;3528
1;810;20;28;90;2;4900;8700;99;292;36;1110;6;3529
1;580;14;15;610;4;2700;12300;99;306;60;990;6;3530
1;480;21;21;1020;4;1700;11200;99;366;48;1220;7;3531
1;810;20;28;90;2;4900;8700;99;292;36;1110;6;3532
1;570;22;22;1665;4;3900;11000;100;324;48;900;6;3533
1;750;34;24;385;3;500;3400;99;301;36;1180;4;3534
1;660;64;28;440;3;1900;7800;99;311;62;1290;6;3535
1;700;48;12;450;5;2300;8600;99;286;35;900;5;3536
1;760;37;34;320;3;4200;16200;99;301;33;1240;6;3537
1;700;48;12;450;5;2300;8600;99;286;35;900;5;3538
1;660;64;28;440;3;1900;7800;99;311;62;1290;6;3539
1;800;25;27;970;4;1500;8500;99;299;36;1120;6;3540
1;760;38;28;420;3;700;11200;99;300;41;1260;6;3541
1;690;26;27;420;3;2000;8000;99;312;39;1150;6;3542
1;780;15;34;110;4;3100;9300;99;307;72;1130;7;3543
1;800;25;27;970;4;1500;8500;99;299;36;1120;6;3544
1;690;26;27;420;3;2000;8000;99;312;39;1150;6;3545
1;590;66;0;560;3;800;3100;99;332;51;1050;4;3546
1;760;38;28;420;3;700;11200;99;300;41;1260;6;3547
1;780;31;40;160;3;2000;8700;99;315;48;1190;6;3548
1;810;17;21;160;4;2400;11900;99;318;52;1010;6;3549
1;680;18;28;110;3;3200;11200;99;315;45;1100;7;3550
1;740;28;36;1460;5;3500;16100;100;314;56;1060;5;3551
1;730;23;27;260;4;3900;12000;99;304;59;1130;7;3552
1;670;22;22;120;4;500;12400;99;310;37;1120;4;3553
1;740;25;28;725;3;1400;7800;99;294;37;1150;7;3554
1;750;30;21;655;3;3300;14300;99;292;35;1110;5;3555
1;720;26;24;700;2;1900;13000;99;314;49;1280;7;3556
1;630;32;32;150;4;1200;7600;99;330;46;1230;6;3557
1;770;24;30;140;4;1500;10200;99;326;53;1040;6;3558
1;740;25;28;725;3;1400;7800;99;294;37;1150;7;3559
1;700;24;35;100;3;4200;10400;99;316;37;1170;7;3560
1;580;28;28;420;4;5200;15800;99;335;44;1070;7;3561
1;680;19;71;1750;4;2100;11400;100;285;50;950;6;3562
1;680;19;71;1750;4;2100;11400;100;285;50;950;6;3563
1;680;19;71;1750;4;2100;11400;100;285;50;950;6;3564
1;660;19;35;150;4;3700;10700;99;318;68;1200;7;3565
1;640;28;36;130;5;2800;18600;99;331;45;1080;5;3566
1;560;28;27;390;4;5200;15800;99;335;44;1070;7;3567
1;560;28;28;420;4;5200;15800;99;335;44;1070;7;3568
1;680;19;32;760;5;3700;10700;99;312;44;1070;7;3569
1;720;16;29;100;3;4000;12300;99;312;40;1210;7;3570
1;660;17;28;110;3;5500;10800;99;300;52;1190;7;3571
1;660;19;28;1180;4;5400;13700;99;318;37;1080;6;3572
1;580;20;24;140;3;6500;16900;99;359;56;1230;7;3573
1;660;39;38;970;5;4900;22600;100;330;57;940;6;3574
1;680;12;30;1290;5;3200;8800;100;320;35;990;6;3575
1;660;30;24;160;4;2900;14000;99;335;61;1040;7;3576
1;660;26;24;720;4;2800;13700;100;335;60;1040;6;3577
1;700;32;27;710;3;3700;12200;99;315;60;1260;7;3578
1;740;36;23;190;2;3100;6900;99;293;36;1250;6;3579
1;670;35;48;880;6;3500;16700;100;304;47;940;5;3580
1;640;38;24;720;5;4100;15100;100;311;60;920;5;3581
1;680;14;18;140;5;3000;9000;99;327;54;1120;6;3582
1;700;16;25;1430;4;2700;14900;100;291;46;920;6;3583
1;700;16;25;1430;4;2700;14900;100;291;46;920;6;3584
1;670;35;48;880;6;3500;16700;100;304;47;940;5;3585
1;680;14;18;140;5;3000;9000;99;327;54;1120;6;3586
1;680;16;18;180;5;3100;11400;99;327;55;1080;6;3587
1;700;16;25;1430;4;2700;14900;100;291;46;920;6;3588
1;640;38;24;720;5;4100;15100;100;311;60;920;5;3589
1;720;24;30;120;4;1100;9500;99;296;36;1250;6;3590
1;770;32;61;1180;4;6600;18800;100;300;54;930;5;3591
1;700;29;33;90;4;2000;11700;99;321;50;1140;5;3592
1;710;27;24;1260;4;4800;11800;100;304;56;1000;7;3593
1;680;45;28;2605;3;2700;12200;100;306;42;1060;6;3594
1;630;20;26;470;4;10800;16800;99;307;75;1070;7;3595
1;710;27;24;1260;4;4800;11800;100;304;56;1000;7;3596
1;720;24;30;120;4;1100;9500;99;296;36;1250;6;3597
1;680;45;28;2605;3;2700;12200;100;306;42;1060;6;3598
1;660;36;28;610;3;1200;9300;99;319;27;1280;7;3599
1;770;32;61;1180;4;6600;18800;100;300;54;930;5;3600
1;700;29;33;90;4;2000;11700;99;321;50;1140;5;3601
1;640;37;20;560;12;6100;18300;99;324;43;950;5;3602
1;640;38;20;530;12;5700;18100;99;324;43;950;6;3603
1;640;36;20;570;12;6100;17200;99;324;43;950;6;3604
1;660;30;25;800;4;2100;12400;99;306;38;1080;6;3605
1;660;30;25;800;4;2100;12400;99;306;38;1080;6;3606
1;650;21;51;1760;4;3400;12500;100;320;47;880;6;3607
1;660;30;25;800;4;2100;12400;99;306;38;1080;6;3608
1;760;31;27;880;2;5700;15600;99;308;38;1100;7;3609
1;580;58;0;150;2;3300;9600;99;329;38;1240;6;3610
1;650;26;39;140;2;1200;6600;99;325;75;1130;7;3611
1;870;30;34;480;2;2300;12700;99;312;49;1120;7;3612
1;640;29;32;240;1;3400;8900;99;324;66;1250;7;3613
1;670;13;32;370;2;3200;9900;99;312;44;1000;6;3614
1;680;19;33;490;5;4200;13000;99;312;56;1100;6;3615
1;600;25;40;570;5;5600;15200;99;316;88;1050;6;3616
1;600;25;40;570;5;5600;15200;99;316;88;1050;6;3617
1;680;19;33;490;5;4200;13000;99;312;56;1100;6;3618
1;640;24;23;200;5;3000;13300;99;312;54;1140;7;3619
1;590;18;28;510;4;5000;13900;99;316;44;1130;6;3620
1;720;33;22;450;3;1000;7300;99;297;52;1220;7;3621
1;640;29;24;320;4;3100;9500;99;290;66;1260;7;3622
1;730;31;25;665;3;3000;13800;99;290;37;1110;5;3623
1;700;29;37;160;4;3400;12600;99;326;47;1230;6;3624
1;690;19;60;400;4;600;12200;99;292;59;1040;4;3625
1;630;32;17;1775;6;5100;19000;100;313;48;880;6;3626
1;660;8;33;140;4;1700;10900;99;327;61;950;6;3627
1;630;32;17;1775;6;5100;19000;100;313;48;880;6;3628
1;680;18;32;720;5;1700;10900;99;342;44;1040;6;3629
1;680;52;26;570;4;2700;13000;99;311;27;1300;7;3630
1;710;28;28;850;3;2500;19100;99;316;46;1220;7;3631
1;570;15;47;1140;4;4900;12800;99;303;34;1050;8;3632
1;580;28;30;540;4;4100;14900;99;333;42;1080;7;3633
1;540;53;16;270;4;3400;12800;99;320;53;1320;8;3634
1;580;32;28;430;3;4600;11500;99;316;57;1300;8;3635
1;670;22;39;120;5;2600;15200;99;350;47;1000;6;3636
1;610;60;12;180;5;1100;7600;99;342;48;1040;4;3637
1;650;26;31;130;3;5900;14500;99;316;54;1240;6;3638
1;500;29;54;570;4;5400;15500;99;327;34;1290;8;3639
1;540;53;16;270;4;3400;12800;99;320;53;1320;8;3640
1;680;21;26;1170;4;6100;15200;100;302;56;1050;7;3641
1;580;32;28;430;3;4600;11500;99;316;57;1300;8;3642
1;650;27;26;1100;3;200;8200;99;307;36;1120;5;3643
1;590;37;32;160;3;4100;10200;99;341;55;1270;7;3644
1;620;21;18;1160;4;6100;15500;100;314;52;940;6;3645
1;680;30;29;620;2;2900;9500;99;303;32;1290;7;3646
1;730;41;29;180;3;2600;7400;99;296;35;1300;8;3647
1;540;30;30;120;3;2500;9300;99;331;40;1360;7;3648
1;660;34;20;100;5;2600;11200;99;332;55;910;5;3649
1;560;25;19;240;5;4200;16600;99;325;43;1040;6;3650
1;530;30;30;120;3;2500;9300;99;331;40;1360;7;3651
1;690;58;58;820;3;2900;16900;99;328;44;1220;6;3652
1;720;23;25;1880;8;1900;11100;100;310;51;870;5;3653
1;710;20;27;960;4;1900;10500;99;304;37;1050;7;3654
1;680;15;41;1290;4;7950;18300;100;324;78;1020;6;3655
1;700;22;26;920;3;3700;12200;99;306;34;1250;8;3656
1;640;16;44;120;5;3900;12200;99;311;75;1130;7;3657
1;680;15;41;1290;4;7950;18300;100;324;78;1020;6;3658
1;680;31;30;800;3;3300;12200;99;313;63;1260;7;3659
1;680;15;41;1290;4;7950;18300;100;324;78;1020;6;3660
1;760;30;37;160;9;2700;17700;99;309;50;980;5;3661
1;600;16;27;1200;3;3900;9800;99;315;34;1080;5;3662
1;710;21;35;250;4;4100;18600;99;332;56;1250;6;3663
1;700;22;26;920;3;3700;12200;99;306;34;1250;8;3664
1;560;21;24;440;3;3700;15000;99;330;31;1150;7;3665
1;740;22;26;880;3;2300;11200;99;298;41;1140;6;3666
1;710;20;27;960;4;1900;10500;99;304;37;1050;7;3667
1;680;31;30;800;3;3300;12200;99;313;63;1260;7;3668
1;720;23;25;1880;8;1900;11100;100;310;51;870;5;3669
1;640;15;40;130;5;6100;14600;99;317;68;1100;6;3670
1;640;16;44;120;5;3900;12200;99;311;75;1130;7;3671
1;680;15;41;1290;4;7950;18200;100;324;78;1020;6;3672
1;630;22;34;120;4;3200;9600;99;306;74;1160;6;3673
1;760;30;37;160;9;2700;17700;99;309;50;980;5;3674
1;700;30;27;150;8;2400;14500;99;310;52;1010;5;3675
1;660;26;22;1815;5;2300;13900;100;306;50;920;5;3676
1;750;24;31;1310;5;2600;18000;100;305;53;910;6;3677
1;750;24;31;1310;5;2600;18000;100;305;53;910;6;3678
1;750;24;31;1310;5;2600;18000;100;305;53;910;6;3679
1;750;24;31;1310;5;2600;18000;100;305;53;910;6;3680
1;660;15;34;100;4;4500;7900;99;296;50;1170;6;3681
1;670;34;43;160;4;2900;11400;99;323;44;1260;6;3682
1;770;35;46;1180;9;6100;18300;100;286;47;900;5;3683
1;670;31;9;140;4;5300;14100;99;312;44;1010;5;3684
1;470;67;9;100;2;500;900;99;330;34;1360;5;3685
1;750;24;31;1310;5;2600;18000;100;305;53;910;6;3686
1;630;20;18;1060;4;5700;15900;100;309;54;920;5;3687
1;660;28;23;1040;5;4500;19000;100;312;51;880;5;3688
1;850;18;30;110;3;3400;9500;99;283;36;1000;4;3689
1;650;35;38;740;4;2000;19600;100;347;48;910;6;3690
1;680;22;26;120;4;2900;18200;99;304;35;1120;5;3691
1;630;18;24;340;5;2000;11900;99;311;52;920;6;3692
1;660;26;22;1815;5;2300;13900;100;306;50;920;5;3693
1;660;30;45;800;4;5400;20000;100;318;48;950;5;3694
1;630;34;27;250;2;4000;15200;99;335;60;1190;7;3695
1;770;30;23;200;7;2800;13800;99;311;62;980;5;3696
1;770;31;23;200;7;2900;13400;99;311;62;980;5;3697
1;570;26;28;690;4;4600;15000;99;336;44;1080;7;3698
1;540;26;33;120;5;2900;12200;99;337;66;1130;6;3699
1;660;26;28;940;3;1300;12100;99;317;34;1210;6;3700
1;480;17;28;290;3;2200;11100;99;338;34;1130;7;3701
1;570;26;28;690;4;4600;15000;99;336;44;1080;7;3702
1;620;20;33;540;3;2100;7500;99;336;41;1350;7;3703
1;750;28;41;130;4;1100;12600;99;328;45;1030;5;3704
1;620;22;20;2080;4;5800;18400;100;311;53;900;6;3705
1;700;34;26;1030;4;5100;16600;99;308;35;1160;6;3706
1;750;28;41;130;4;1100;12600;99;328;45;1030;5;3707
1;650;19;34;160;3;3900;11600;99;321;68;1250;6;3708
1;600;21;29;1310;4;2800;12500;100;339;45;860;5;3709
1;610;22;46;180;16;3400;7400;99;319;33;1340;6;3710
1;650;32;48;800;3;1800;8800;99;322;79;1270;4;3711
1;710;21;72;160;17;6500;12000;99;297;51;920;5;3712
1;560;26;18;140;3;1800;13500;99;332;35;1020;6;3713
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3714
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3715
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3716
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3717
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3718
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3719
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3720
1;740;27;28;180;4;4500;12100;99;302;40;1190;5;3721
1;680;22;30;1060;7;6700;19400;100;289;42;900;6;3722
1;620;24;25;1250;6;4700;13400;100;330;51;900;5;3723
1;630;28;29;680;5;4000;14300;99;343;59;1100;6;3724
1;700;15;28;1470;5;2900;14900;100;296;39;900;7;3725
1;550;17;23;290;4;1000;10800;99;328;50;1000;5;3726
1;650;26;34;140;4;2500;18400;99;329;46;1070;5;3727
1;660;27;33;140;4;2400;18300;99;329;46;1070;5;3728
1;540;46;15;210;3;2900;13000;99;339;77;1340;8;3729
1;780;19;32;740;2;4700;12400;99;299;39;1100;6;3730
1;550;17;23;290;4;1000;10800;99;328;50;1000;5;3731
1;650;26;34;140;4;2500;18400;99;329;46;1070;5;3732
1;660;27;33;140;4;2400;18300;99;329;46;1070;5;3733
1;780;19;32;740;2;4700;12400;99;299;39;1100;6;3734
1;780;20;32;500;2;3100;10100;99;299;39;1100;6;3735
