Column1;claw_length_mm;endangered;size_mm;specie;sub_specie;tail_length_mm;weight_g
2116;52;least_concern;595;three_toed;Brown-throated sloth;53;7665
2117;69;least_concern;621;three_toed;Brown-throated sloth;70;5144
2118;73;least_concern;610;three_toed;Brown-throated sloth;51;4958
2119;60;least_concern;615;three_toed;Brown-throated sloth;59;2455
2120;80;least_concern;620;three_toed;Brown-throated sloth;58;4588
2121;79;least_concern;619;three_toed;Brown-throated sloth;58;4408
2122;77;least_concern;598;three_toed;Brown-throated sloth;57;3969
2123;75;least_concern;604;three_toed;Brown-throated sloth;54;1945
2124;70;least_concern;600;three_toed;Brown-throated sloth;71;3676
2125;96;least_concern;611;three_toed;Brown-throated sloth;57;3504
2126;70;least_concern;610;three_toed;Brown-throated sloth;63;2424
2127;66;least_concern;600;three_toed;Brown-throated sloth;79;5130
2128;69;least_concern;627;three_toed;Brown-throated sloth;62;6224
2129;74;least_concern;604;three_toed;Brown-throated sloth;53;4604
2130;65;least_concern;614;three_toed;Brown-throated sloth;74;4198
2131;91;least_concern;612;three_toed;Brown-throated sloth;55;4067
2132;71;least_concern;614;three_toed;Brown-throated sloth;53;5123
2133;66;least_concern;626;three_toed;Brown-throated sloth;60;4747
2134;82;least_concern;602;three_toed;Brown-throated sloth;53;5143
2135;77;least_concern;617;three_toed;Brown-throated sloth;67;3928
2136;76;least_concern;605;three_toed;Brown-throated sloth;58;5716
2137;78;least_concern;601;three_toed;Brown-throated sloth;40;5122
2138;76;least_concern;614;three_toed;Brown-throated sloth;58;4734
2139;78;least_concern;604;three_toed;Brown-throated sloth;50;3943
2140;71;least_concern;612;three_toed;Brown-throated sloth;61;2959
2141;59;least_concern;622;three_toed;Brown-throated sloth;62;6156
2142;79;least_concern;589;three_toed;Brown-throated sloth;65;4583
2143;76;least_concern;619;three_toed;Brown-throated sloth;55;6050
2144;67;least_concern;605;three_toed;Brown-throated sloth;64;4117
2145;67;least_concern;620;three_toed;Brown-throated sloth;55;4320
2146;48;least_concern;632;three_toed;Brown-throated sloth;52;6025
2147;77;least_concern;611;three_toed;Brown-throated sloth;55;2188
2148;72;least_concern;595;three_toed;Brown-throated sloth;73;5378
2149;82;least_concern;603;three_toed;Brown-throated sloth;53;2954
2150;72;least_concern;600;three_toed;Brown-throated sloth;54;4027
2151;87;least_concern;605;three_toed;Brown-throated sloth;63;3140
2152;80;least_concern;602;three_toed;Brown-throated sloth;66;2371
2153;83;least_concern;613;three_toed;Brown-throated sloth;27;3306
2154;74;least_concern;602;three_toed;Brown-throated sloth;53;4443
2155;68;least_concern;604;three_toed;Brown-throated sloth;66;1600
2156;66;least_concern;615;three_toed;Brown-throated sloth;51;3468
2157;74;least_concern;599;three_toed;Brown-throated sloth;66;4329
2158;60;least_concern;607;three_toed;Brown-throated sloth;48;4919
2159;74;least_concern;619;three_toed;Brown-throated sloth;54;4417
2160;67;least_concern;612;three_toed;Brown-throated sloth;54;2589
2161;101;least_concern;610;three_toed;Brown-throated sloth;59;4166
2162;84;least_concern;610;three_toed;Brown-throated sloth;57;2247
2163;92;least_concern;626;three_toed;Brown-throated sloth;61;3948
2164;78;least_concern;614;three_toed;Brown-throated sloth;58;4153
2165;75;least_concern;615;three_toed;Brown-throated sloth;52;4432
2166;65;least_concern;608;three_toed;Brown-throated sloth;47;4674
2167;73;least_concern;622;three_toed;Brown-throated sloth;69;4491
2168;73;least_concern;619;three_toed;Brown-throated sloth;64;3943
2169;85;least_concern;612;three_toed;Brown-throated sloth;55;3901
2170;87;least_concern;615;three_toed;Brown-throated sloth;71;3018
2171;73;least_concern;609;three_toed;Brown-throated sloth;51;5433
2172;78;least_concern;606;three_toed;Brown-throated sloth;54;4459
2173;84;least_concern;621;three_toed;Brown-throated sloth;57;3616
2174;77;least_concern;623;three_toed;Brown-throated sloth;55;5465
2175;67;least_concern;593;three_toed;Brown-throated sloth;63;5383
2176;77;least_concern;616;three_toed;Brown-throated sloth;50;3995
2177;70;least_concern;594;three_toed;Brown-throated sloth;64;5224
2178;92;least_concern;619;three_toed;Brown-throated sloth;39;6155
2179;79;least_concern;611;three_toed;Brown-throated sloth;53;4499
2180;64;least_concern;621;three_toed;Brown-throated sloth;61;4377
2181;69;least_concern;613;three_toed;Brown-throated sloth;69;4347
2182;94;least_concern;600;three_toed;Brown-throated sloth;31;3143
2183;70;least_concern;609;three_toed;Brown-throated sloth;76;4100
2184;73;least_concern;605;three_toed;Brown-throated sloth;50;4387
2185;88;least_concern;634;three_toed;Brown-throated sloth;59;5984
2186;77;least_concern;627;three_toed;Brown-throated sloth;51;3829
2187;92;least_concern;581;three_toed;Brown-throated sloth;69;3933
2188;57;least_concern;603;three_toed;Brown-throated sloth;45;6225
2189;64;least_concern;626;three_toed;Brown-throated sloth;45;5905
2190;84;least_concern;614;three_toed;Brown-throated sloth;62;3733
2191;57;least_concern;612;three_toed;Brown-throated sloth;38;3325
2192;69;least_concern;604;three_toed;Brown-throated sloth;52;5463
2193;45;least_concern;601;three_toed;Brown-throated sloth;44;5805
2194;67;least_concern;610;three_toed;Brown-throated sloth;51;6389
2195;88;least_concern;593;three_toed;Brown-throated sloth;62;4765
2196;87;least_concern;613;three_toed;Brown-throated sloth;61;3435
2197;90;least_concern;611;three_toed;Brown-throated sloth;55;3292
2198;83;least_concern;624;three_toed;Brown-throated sloth;56;3228
2199;63;least_concern;607;three_toed;Brown-throated sloth;61;2680
2200;78;least_concern;603;three_toed;Brown-throated sloth;75;4072
2201;65;least_concern;619;three_toed;Brown-throated sloth;72;4201
2202;92;least_concern;614;three_toed;Brown-throated sloth;72;3393
2203;72;least_concern;619;three_toed;Brown-throated sloth;49;4730
2204;71;least_concern;595;three_toed;Brown-throated sloth;60;3778
2205;77;least_concern;607;three_toed;Brown-throated sloth;69;2262
2206;86;least_concern;604;three_toed;Brown-throated sloth;47;5791
2207;70;least_concern;601;three_toed;Brown-throated sloth;77;4941
2208;87;least_concern;615;three_toed;Brown-throated sloth;69;4443
2209;87;least_concern;609;three_toed;Brown-throated sloth;57;6201
2210;88;least_concern;607;three_toed;Brown-throated sloth;59;4101
2211;64;least_concern;595;three_toed;Brown-throated sloth;61;4264
2212;72;least_concern;616;three_toed;Brown-throated sloth;67;4123
2213;74;least_concern;608;three_toed;Brown-throated sloth;51;3040
2214;82;least_concern;593;three_toed;Brown-throated sloth;48;4603
2215;87;least_concern;615;three_toed;Brown-throated sloth;60;3820
2216;77;least_concern;613;three_toed;Brown-throated sloth;39;5013
2217;58;least_concern;595;three_toed;Brown-throated sloth;52;5221
2218;87;least_concern;599;three_toed;Brown-throated sloth;51;6537
2219;85;least_concern;607;three_toed;Brown-throated sloth;53;4196
2220;78;least_concern;615;three_toed;Brown-throated sloth;69;2625
2221;83;least_concern;612;three_toed;Brown-throated sloth;65;6870
2222;81;least_concern;615;three_toed;Brown-throated sloth;59;5700
2223;77;least_concern;614;three_toed;Brown-throated sloth;48;3847
2224;64;least_concern;606;three_toed;Brown-throated sloth;53;5308
2225;75;least_concern;598;three_toed;Brown-throated sloth;63;4640
2226;71;least_concern;592;three_toed;Brown-throated sloth;59;3915
2227;88;least_concern;614;three_toed;Brown-throated sloth;71;6325
2228;62;least_concern;596;three_toed;Brown-throated sloth;66;4814
2229;84;least_concern;582;three_toed;Brown-throated sloth;54;4243
2230;65;least_concern;621;three_toed;Brown-throated sloth;64;4357
2231;69;least_concern;611;three_toed;Brown-throated sloth;53;3945
2232;70;least_concern;606;three_toed;Brown-throated sloth;37;3665
2233;63;least_concern;627;three_toed;Brown-throated sloth;52;3334
2234;94;least_concern;601;three_toed;Brown-throated sloth;64;2899
2235;59;least_concern;594;three_toed;Brown-throated sloth;77;3687
2236;60;least_concern;592;three_toed;Brown-throated sloth;32;4335
2237;90;least_concern;606;three_toed;Brown-throated sloth;54;5636
2238;89;least_concern;604;three_toed;Brown-throated sloth;71;5789
2239;59;least_concern;605;three_toed;Brown-throated sloth;41;6338
2240;75;least_concern;597;three_toed;Brown-throated sloth;45;4049
2241;50;least_concern;612;three_toed;Brown-throated sloth;50;4863
2242;72;least_concern;590;three_toed;Brown-throated sloth;59;3859
2243;44;least_concern;623;three_toed;Brown-throated sloth;56;3188
2244;78;least_concern;606;three_toed;Brown-throated sloth;59;4881
2245;70;least_concern;588;three_toed;Brown-throated sloth;60;3794
2246;89;least_concern;604;three_toed;Brown-throated sloth;52;4292
2247;82;least_concern;614;three_toed;Brown-throated sloth;82;5742
2248;94;least_concern;606;three_toed;Brown-throated sloth;76;4560
2249;55;least_concern;610;three_toed;Brown-throated sloth;36;4120
2250;86;least_concern;604;three_toed;Brown-throated sloth;77;5019
2251;69;least_concern;586;three_toed;Brown-throated sloth;78;2780
2252;82;least_concern;599;three_toed;Brown-throated sloth;62;4505
2253;104;least_concern;618;three_toed;Brown-throated sloth;51;3030
2254;69;least_concern;622;three_toed;Brown-throated sloth;59;4252
2255;82;least_concern;623;three_toed;Brown-throated sloth;60;4672
2256;76;least_concern;615;three_toed;Brown-throated sloth;67;5187
2257;92;least_concern;601;three_toed;Brown-throated sloth;61;4473
2258;71;least_concern;618;three_toed;Brown-throated sloth;53;4140
2259;74;least_concern;599;three_toed;Brown-throated sloth;44;4026
2260;81;least_concern;608;three_toed;Brown-throated sloth;73;4637
2261;68;least_concern;599;three_toed;Brown-throated sloth;48;5606
2262;86;least_concern;606;three_toed;Brown-throated sloth;65;4413
2263;60;least_concern;612;three_toed;Brown-throated sloth;66;5077
2264;61;least_concern;593;three_toed;Brown-throated sloth;56;3877
2265;78;least_concern;619;three_toed;Brown-throated sloth;57;3914
2266;76;least_concern;605;three_toed;Brown-throated sloth;66;5331
2267;82;least_concern;605;three_toed;Brown-throated sloth;66;5292
2268;59;least_concern;601;three_toed;Brown-throated sloth;67;2787
2269;82;least_concern;600;three_toed;Brown-throated sloth;55;3829
2270;86;least_concern;601;three_toed;Brown-throated sloth;58;4880
2271;80;least_concern;595;three_toed;Brown-throated sloth;41;4187
2272;87;least_concern;595;three_toed;Brown-throated sloth;59;4369
2273;82;least_concern;606;three_toed;Brown-throated sloth;45;4579
2274;69;least_concern;611;three_toed;Brown-throated sloth;63;5862
2275;85;least_concern;612;three_toed;Brown-throated sloth;53;3416
2276;86;least_concern;605;three_toed;Brown-throated sloth;56;6210
2277;67;least_concern;624;three_toed;Brown-throated sloth;49;3104
2278;93;least_concern;594;three_toed;Brown-throated sloth;60;3825
2279;87;least_concern;597;three_toed;Brown-throated sloth;68;6416
2280;79;least_concern;583;three_toed;Brown-throated sloth;70;3409
2281;66;least_concern;626;three_toed;Brown-throated sloth;55;3813
2282;71;least_concern;630;three_toed;Brown-throated sloth;61;6487
2283;82;least_concern;617;three_toed;Brown-throated sloth;66;3738
2284;86;least_concern;629;three_toed;Brown-throated sloth;78;4699
2285;89;least_concern;611;three_toed;Brown-throated sloth;61;4764
2286;79;least_concern;603;three_toed;Brown-throated sloth;41;4627
2287;70;least_concern;619;three_toed;Brown-throated sloth;48;3261
2288;94;least_concern;620;three_toed;Brown-throated sloth;54;3997
2289;64;least_concern;619;three_toed;Brown-throated sloth;60;2842
2290;55;least_concern;623;three_toed;Brown-throated sloth;76;2800
2291;76;least_concern;605;three_toed;Brown-throated sloth;62;3953
2292;75;least_concern;612;three_toed;Brown-throated sloth;49;3518
2293;86;least_concern;599;three_toed;Brown-throated sloth;66;4823
2294;84;least_concern;604;three_toed;Brown-throated sloth;68;3463
2295;78;least_concern;619;three_toed;Brown-throated sloth;53;2972
2296;70;least_concern;625;three_toed;Brown-throated sloth;43;5744
2297;68;least_concern;627;three_toed;Brown-throated sloth;45;3571
2298;56;least_concern;605;three_toed;Brown-throated sloth;64;3921
2299;61;least_concern;617;three_toed;Brown-throated sloth;59;4235
2300;51;least_concern;609;three_toed;Brown-throated sloth;55;5380
2301;89;least_concern;620;three_toed;Brown-throated sloth;61;4893
2302;69;least_concern;616;three_toed;Brown-throated sloth;62;4662
2303;80;least_concern;613;three_toed;Brown-throated sloth;51;5754
2304;71;least_concern;608;three_toed;Brown-throated sloth;51;3346
2305;71;least_concern;620;three_toed;Brown-throated sloth;59;4776
2306;76;least_concern;595;three_toed;Brown-throated sloth;64;3721
2307;94;least_concern;618;three_toed;Brown-throated sloth;63;4784
2308;71;least_concern;597;three_toed;Brown-throated sloth;55;4830
2309;73;least_concern;618;three_toed;Brown-throated sloth;56;3641
2310;73;least_concern;604;three_toed;Brown-throated sloth;57;4887
2311;78;least_concern;599;three_toed;Brown-throated sloth;60;3930
2312;76;least_concern;631;three_toed;Brown-throated sloth;54;3328
2313;60;least_concern;614;three_toed;Brown-throated sloth;55;5168
2314;87;least_concern;602;three_toed;Brown-throated sloth;61;3812
2315;83;least_concern;614;three_toed;Brown-throated sloth;66;5206
2316;84;least_concern;621;three_toed;Brown-throated sloth;56;4933
2317;66;least_concern;619;three_toed;Brown-throated sloth;48;4711
2318;85;least_concern;612;three_toed;Brown-throated sloth;63;4554
2319;83;least_concern;603;three_toed;Brown-throated sloth;45;2799
2320;58;least_concern;615;three_toed;Brown-throated sloth;49;2946
2321;75;least_concern;605;three_toed;Brown-throated sloth;63;4951
2322;73;least_concern;614;three_toed;Brown-throated sloth;72;4092
2323;79;least_concern;618;three_toed;Brown-throated sloth;56;5297
2324;75;least_concern;608;three_toed;Brown-throated sloth;60;4631
2325;88;least_concern;598;three_toed;Brown-throated sloth;63;4843
2326;80;least_concern;607;three_toed;Brown-throated sloth;62;3661
2327;67;least_concern;606;three_toed;Brown-throated sloth;75;3671
2328;100;least_concern;600;three_toed;Brown-throated sloth;61;3062
2329;71;least_concern;613;three_toed;Brown-throated sloth;65;4247
2330;66;least_concern;617;three_toed;Brown-throated sloth;48;3808
2331;77;least_concern;628;three_toed;Brown-throated sloth;73;3960
2332;76;least_concern;624;three_toed;Brown-throated sloth;39;5545
2333;59;least_concern;621;three_toed;Brown-throated sloth;61;5009
2334;85;least_concern;619;three_toed;Brown-throated sloth;47;5481
2335;87;least_concern;597;three_toed;Brown-throated sloth;57;4164
2336;77;least_concern;591;three_toed;Brown-throated sloth;61;5006
2337;62;least_concern;603;three_toed;Brown-throated sloth;63;3403
2338;92;least_concern;601;three_toed;Brown-throated sloth;65;5502
2339;44;least_concern;608;three_toed;Brown-throated sloth;56;3871
2340;80;least_concern;593;three_toed;Brown-throated sloth;73;4628
2341;81;least_concern;604;three_toed;Brown-throated sloth;48;4941
2342;86;least_concern;605;three_toed;Brown-throated sloth;54;4723
2343;75;least_concern;608;three_toed;Brown-throated sloth;64;4621
2344;66;least_concern;609;three_toed;Brown-throated sloth;52;5838
2345;87;least_concern;602;three_toed;Brown-throated sloth;49;4556
2346;88;least_concern;615;three_toed;Brown-throated sloth;50;3024
2347;76;least_concern;614;three_toed;Brown-throated sloth;53;3786
2348;79;least_concern;611;three_toed;Brown-throated sloth;59;3907
2349;76;least_concern;602;three_toed;Brown-throated sloth;66;5013
2350;91;least_concern;606;three_toed;Brown-throated sloth;56;4435
2351;77;least_concern;601;three_toed;Brown-throated sloth;53;5057
2352;72;least_concern;599;three_toed;Brown-throated sloth;49;4767
2353;78;least_concern;602;three_toed;Brown-throated sloth;69;4619
2354;78;least_concern;617;three_toed;Brown-throated sloth;55;3655
2355;63;least_concern;586;three_toed;Brown-throated sloth;66;4146
2356;78;least_concern;600;three_toed;Brown-throated sloth;66;4897
2357;68;least_concern;612;three_toed;Brown-throated sloth;55;5119
2358;63;least_concern;613;three_toed;Brown-throated sloth;82;4410
2359;71;least_concern;598;three_toed;Brown-throated sloth;62;4615
2360;58;least_concern;605;three_toed;Brown-throated sloth;64;6210
2361;63;least_concern;605;three_toed;Brown-throated sloth;61;4823
2362;80;least_concern;609;three_toed;Brown-throated sloth;42;5644
2363;72;least_concern;594;three_toed;Brown-throated sloth;63;4661
2364;69;least_concern;621;three_toed;Brown-throated sloth;70;3523
2365;71;least_concern;609;three_toed;Brown-throated sloth;44;4654
2366;75;least_concern;614;three_toed;Brown-throated sloth;56;4739
2367;73;least_concern;637;three_toed;Brown-throated sloth;65;4091
2368;61;least_concern;600;three_toed;Brown-throated sloth;64;4946
2369;66;least_concern;625;three_toed;Brown-throated sloth;57;4148
2370;91;least_concern;617;three_toed;Brown-throated sloth;66;3797
2371;60;least_concern;609;three_toed;Brown-throated sloth;70;4709
2372;81;least_concern;599;three_toed;Brown-throated sloth;55;5582
2373;68;least_concern;606;three_toed;Brown-throated sloth;55;3406
2374;86;least_concern;620;three_toed;Brown-throated sloth;49;2748
2375;73;least_concern;610;three_toed;Brown-throated sloth;63;4549
2376;77;least_concern;617;three_toed;Brown-throated sloth;52;2472
2377;82;least_concern;607;three_toed;Brown-throated sloth;68;4609
2378;65;least_concern;606;three_toed;Brown-throated sloth;61;5135
2379;70;least_concern;612;three_toed;Brown-throated sloth;56;4587
2380;71;least_concern;625;three_toed;Brown-throated sloth;58;2931
2381;71;least_concern;605;three_toed;Brown-throated sloth;59;5875
2382;58;least_concern;614;three_toed;Brown-throated sloth;57;4857
2383;76;least_concern;611;three_toed;Brown-throated sloth;63;3251
2384;99;least_concern;610;three_toed;Brown-throated sloth;69;4521
2385;92;least_concern;629;three_toed;Brown-throated sloth;75;3420
2386;84;least_concern;635;three_toed;Brown-throated sloth;51;3958
2387;80;least_concern;597;three_toed;Brown-throated sloth;51;4998
2388;72;least_concern;601;three_toed;Brown-throated sloth;47;5939
2389;88;least_concern;600;three_toed;Brown-throated sloth;53;4537
2390;69;least_concern;614;three_toed;Brown-throated sloth;57;3986
2391;71;least_concern;604;three_toed;Brown-throated sloth;50;2753
2392;83;least_concern;624;three_toed;Brown-throated sloth;47;3716
2393;88;least_concern;594;three_toed;Brown-throated sloth;52;4162
2394;69;least_concern;598;three_toed;Brown-throated sloth;54;3767
2395;80;least_concern;603;three_toed;Brown-throated sloth;65;4909
2396;83;least_concern;607;three_toed;Brown-throated sloth;71;4408
2397;91;least_concern;616;three_toed;Brown-throated sloth;57;3268
2398;62;least_concern;610;three_toed;Brown-throated sloth;54;3816
2399;79;least_concern;613;three_toed;Brown-throated sloth;77;4934
2400;74;least_concern;604;three_toed;Brown-throated sloth;69;2595
2401;86;least_concern;596;three_toed;Brown-throated sloth;49;4039
2402;63;least_concern;606;three_toed;Brown-throated sloth;68;4098
2403;85;least_concern;603;three_toed;Brown-throated sloth;31;4614
2404;75;least_concern;617;three_toed;Brown-throated sloth;72;3357
2405;51;least_concern;630;three_toed;Brown-throated sloth;63;5080
2406;85;least_concern;621;three_toed;Brown-throated sloth;43;4322
2407;70;least_concern;609;three_toed;Brown-throated sloth;50;4624
2408;78;least_concern;614;three_toed;Brown-throated sloth;62;4923
2409;83;least_concern;630;three_toed;Brown-throated sloth;70;3261
2410;74;least_concern;608;three_toed;Brown-throated sloth;49;5112
2411;85;least_concern;597;three_toed;Brown-throated sloth;61;1308
2412;59;least_concern;615;three_toed;Brown-throated sloth;48;3721
2413;92;least_concern;596;three_toed;Brown-throated sloth;50;4524
2414;92;least_concern;603;three_toed;Brown-throated sloth;48;3530
2415;76;least_concern;614;three_toed;Brown-throated sloth;40;5119
2416;63;least_concern;620;three_toed;Brown-throated sloth;66;3355
2417;70;least_concern;619;three_toed;Brown-throated sloth;58;3421
2418;66;least_concern;623;three_toed;Brown-throated sloth;39;3019
2419;78;least_concern;609;three_toed;Brown-throated sloth;57;4716
2420;47;least_concern;613;three_toed;Brown-throated sloth;55;4294
2421;63;least_concern;607;three_toed;Brown-throated sloth;62;3174
2422;69;least_concern;618;three_toed;Brown-throated sloth;54;4346
2423;75;least_concern;618;three_toed;Brown-throated sloth;62;4298
2424;67;least_concern;622;three_toed;Brown-throated sloth;62;4538
2425;69;least_concern;611;three_toed;Brown-throated sloth;49;4386
2426;68;least_concern;610;three_toed;Brown-throated sloth;52;3733
2427;79;least_concern;618;three_toed;Brown-throated sloth;58;3815
2428;62;least_concern;612;three_toed;Brown-throated sloth;63;3650
2429;75;least_concern;611;three_toed;Brown-throated sloth;68;3355
2430;47;least_concern;614;three_toed;Brown-throated sloth;47;3859
2431;81;least_concern;622;three_toed;Brown-throated sloth;62;5876
2432;66;least_concern;591;three_toed;Brown-throated sloth;79;4045
2433;66;least_concern;618;three_toed;Brown-throated sloth;51;5424
2434;94;least_concern;635;three_toed;Brown-throated sloth;62;2274
2435;72;least_concern;629;three_toed;Brown-throated sloth;57;4452
2436;67;least_concern;608;three_toed;Brown-throated sloth;50;2939
2437;77;least_concern;604;three_toed;Brown-throated sloth;60;4502
2438;71;least_concern;618;three_toed;Brown-throated sloth;54;3039
2439;75;least_concern;606;three_toed;Brown-throated sloth;59;4996
2440;71;least_concern;602;three_toed;Brown-throated sloth;32;4292
2441;68;least_concern;617;three_toed;Brown-throated sloth;56;3476
2442;80;least_concern;623;three_toed;Brown-throated sloth;54;4437
2443;66;least_concern;602;three_toed;Brown-throated sloth;38;4232
2444;66;least_concern;592;three_toed;Brown-throated sloth;57;5282
2445;57;least_concern;617;three_toed;Brown-throated sloth;46;3992
2446;65;least_concern;587;three_toed;Brown-throated sloth;68;4827
2447;81;least_concern;609;three_toed;Brown-throated sloth;64;4798
2448;83;least_concern;599;three_toed;Brown-throated sloth;65;5541
2449;90;least_concern;621;three_toed;Brown-throated sloth;79;5265
2450;63;least_concern;604;three_toed;Brown-throated sloth;53;2186
2451;81;least_concern;612;three_toed;Brown-throated sloth;50;5709
2452;73;least_concern;630;three_toed;Brown-throated sloth;69;4552
2453;64;least_concern;616;three_toed;Brown-throated sloth;48;4833
2454;67;least_concern;601;three_toed;Brown-throated sloth;57;4448
2455;67;least_concern;598;three_toed;Brown-throated sloth;69;4220
2456;92;least_concern;615;three_toed;Brown-throated sloth;53;3489
2457;81;least_concern;619;three_toed;Brown-throated sloth;57;4804
2458;76;least_concern;613;three_toed;Brown-throated sloth;52;3955
2459;67;least_concern;612;three_toed;Brown-throated sloth;56;5493
2460;91;least_concern;607;three_toed;Brown-throated sloth;61;2761
2461;69;least_concern;623;three_toed;Brown-throated sloth;78;3794
2462;72;least_concern;608;three_toed;Brown-throated sloth;49;1848
2463;93;least_concern;613;three_toed;Brown-throated sloth;54;5001
2464;67;least_concern;618;three_toed;Brown-throated sloth;61;3412
2465;68;least_concern;606;three_toed;Brown-throated sloth;62;3514
2466;88;least_concern;612;three_toed;Brown-throated sloth;48;3762
2467;66;least_concern;597;three_toed;Brown-throated sloth;75;3771
2468;78;least_concern;600;three_toed;Brown-throated sloth;55;4037
2469;84;least_concern;625;three_toed;Brown-throated sloth;63;4450
2470;72;least_concern;624;three_toed;Brown-throated sloth;65;5823
2471;59;least_concern;614;three_toed;Brown-throated sloth;64;4023
2472;73;least_concern;611;three_toed;Brown-throated sloth;53;3305
2473;61;least_concern;614;three_toed;Brown-throated sloth;71;4720
2474;70;least_concern;587;three_toed;Brown-throated sloth;72;2366
2475;83;least_concern;638;three_toed;Brown-throated sloth;75;2844
2476;66;least_concern;613;three_toed;Brown-throated sloth;81;3742
2477;66;least_concern;607;three_toed;Brown-throated sloth;68;4884
2478;76;least_concern;626;three_toed;Brown-throated sloth;59;3182
2479;71;least_concern;618;three_toed;Brown-throated sloth;65;6590
2480;63;least_concern;607;three_toed;Brown-throated sloth;42;5461
2481;83;least_concern;618;three_toed;Brown-throated sloth;52;3269
2482;76;least_concern;624;three_toed;Brown-throated sloth;43;4944
2483;73;least_concern;611;three_toed;Brown-throated sloth;62;5779
2484;57;least_concern;605;three_toed;Brown-throated sloth;53;4643
2485;69;least_concern;604;three_toed;Brown-throated sloth;64;3290
2486;74;least_concern;616;three_toed;Brown-throated sloth;54;3817
2487;79;least_concern;608;three_toed;Brown-throated sloth;41;3765
2488;91;least_concern;618;three_toed;Brown-throated sloth;52;5502
2489;73;least_concern;595;three_toed;Brown-throated sloth;69;3936
2490;76;least_concern;614;three_toed;Brown-throated sloth;56;2829
2491;86;least_concern;606;three_toed;Brown-throated sloth;59;4519
2492;80;least_concern;613;three_toed;Brown-throated sloth;41;5738
2493;81;least_concern;618;three_toed;Brown-throated sloth;52;4702
2494;66;least_concern;616;three_toed;Brown-throated sloth;47;3987
2495;81;least_concern;614;three_toed;Brown-throated sloth;50;5246
2496;64;least_concern;611;three_toed;Brown-throated sloth;50;4180
2497;76;least_concern;598;three_toed;Brown-throated sloth;85;3896
2498;85;least_concern;602;three_toed;Brown-throated sloth;57;5129
2499;66;least_concern;616;three_toed;Brown-throated sloth;60;5492
2500;85;least_concern;592;three_toed;Brown-throated sloth;60;4601
2501;74;least_concern;614;three_toed;Brown-throated sloth;66;3733
2502;65;least_concern;599;three_toed;Brown-throated sloth;57;4799
2503;83;least_concern;626;three_toed;Brown-throated sloth;71;3637
2504;61;least_concern;604;three_toed;Brown-throated sloth;71;3975
2505;86;least_concern;606;three_toed;Brown-throated sloth;56;4598
2506;72;least_concern;601;three_toed;Brown-throated sloth;43;3544
2507;59;least_concern;611;three_toed;Brown-throated sloth;57;3828
2508;73;least_concern;626;three_toed;Brown-throated sloth;56;6497
2509;78;least_concern;596;three_toed;Brown-throated sloth;77;4365
2510;80;least_concern;620;three_toed;Brown-throated sloth;46;5149
2511;52;least_concern;593;three_toed;Brown-throated sloth;43;3736
2512;76;least_concern;621;three_toed;Brown-throated sloth;66;4125
2513;58;least_concern;617;three_toed;Brown-throated sloth;63;3266
2514;83;least_concern;583;three_toed;Brown-throated sloth;72;4980
2515;64;least_concern;615;three_toed;Brown-throated sloth;47;4545
2516;58;least_concern;622;three_toed;Brown-throated sloth;55;3330
2517;78;least_concern;622;three_toed;Brown-throated sloth;61;946
2518;76;least_concern;598;three_toed;Brown-throated sloth;54;4745
2519;71;least_concern;610;three_toed;Brown-throated sloth;53;2885
2520;74;least_concern;604;three_toed;Brown-throated sloth;57;4105
2521;88;least_concern;628;three_toed;Brown-throated sloth;76;3312
2522;76;least_concern;608;three_toed;Brown-throated sloth;62;4396
2523;82;least_concern;609;three_toed;Brown-throated sloth;57;5141
2524;66;least_concern;604;three_toed;Brown-throated sloth;62;5317
2525;60;least_concern;621;three_toed;Brown-throated sloth;62;2095
2526;67;least_concern;618;three_toed;Brown-throated sloth;53;2731
2527;78;least_concern;600;three_toed;Brown-throated sloth;59;4470
2528;88;least_concern;604;three_toed;Brown-throated sloth;66;3501
2529;86;least_concern;633;three_toed;Brown-throated sloth;52;3885
2530;67;least_concern;600;three_toed;Brown-throated sloth;64;5938
2531;74;least_concern;604;three_toed;Brown-throated sloth;32;4450
2532;61;least_concern;606;three_toed;Brown-throated sloth;66;5789
2533;73;least_concern;619;three_toed;Brown-throated sloth;41;4985
2534;67;least_concern;612;three_toed;Brown-throated sloth;43;4872
2535;78;least_concern;607;three_toed;Brown-throated sloth;47;4109
2536;66;least_concern;600;three_toed;Brown-throated sloth;74;5478
2537;79;least_concern;612;three_toed;Brown-throated sloth;49;6076
2538;70;least_concern;632;three_toed;Brown-throated sloth;60;4275
2539;78;least_concern;600;three_toed;Brown-throated sloth;61;4276
2540;76;least_concern;614;three_toed;Brown-throated sloth;56;4170
2541;69;least_concern;615;three_toed;Brown-throated sloth;62;5153
2542;68;least_concern;606;three_toed;Brown-throated sloth;71;4021
2543;70;least_concern;622;three_toed;Brown-throated sloth;62;3738
2544;73;least_concern;605;three_toed;Brown-throated sloth;55;5617
2545;70;least_concern;604;three_toed;Brown-throated sloth;67;2568
2546;82;least_concern;611;three_toed;Brown-throated sloth;64;5186
2547;93;least_concern;607;three_toed;Brown-throated sloth;84;4575
2548;83;least_concern;612;three_toed;Brown-throated sloth;62;5169
2549;89;least_concern;632;three_toed;Brown-throated sloth;63;4834
2550;84;least_concern;601;three_toed;Brown-throated sloth;62;3299
2551;78;least_concern;598;three_toed;Brown-throated sloth;64;2304
